name,country,sports,age,gender,philosophy,ambition,hero
MURATLI Nazmiye,Turkey, Powerlifting,42,Female,"""You can only achieve your goals with hard work."" (paralympic.org, 17 Nov 2015)","To win gold at the 2020 Paralympic Games in Tokyo. (fanatik.com.tr, 11 Apr 2017)","Turkish weightlifters Naim Suleymanoglu and Halil Mutlu. (Athlete, 11 Jul 2019)"
MURATOVA Vera,RPC, Powerlifting,41,Female,"""You need to work. If you are lying down, sit up. If you are sitting, get up."" (trc33.ru, 20 Sep 2018)","To compete at the 2020 Paralympic Games in Tokyo. (trc33.ru, 20 Sep 2018)","Russian fencer Pavel Kolobkov. (Athlete, 12 Jul 2019)"
MURAYAMA Hiroshi,Japan, Badminton,47,Male,"""Have fun in competitions and everyday life."" (city.chiba.jp, 30 Jan 2020)","To win a medal at the 2020 Paralympic Games in Tokyo. (team-smbc.com, 22 Feb 2019)",
MUREBWAYIRE Claudine,Rwanda, Sitting Volleyball,31,Female,,"To compete at the 2020 Paralympic Games in Tokyo. (newtimes.co.rw, 13 Jan 2020)","Argentinian footballer Lionel Messi. (Athlete, 18 Sep 2016)"
MURPHY Christopher,United States of America, Cycling Road,36,Male,,"To compete at the 2020 Paralympic Games in Tokyo. (Twitter profile, 26 Mar 2020)",
MURPHY Christopher,United States of America, Cycling Track,36,Male,,"To compete at the 2020 Paralympic Games in Tokyo. (Twitter profile, 26 Mar 2020)",
MURPHY Michael,Ireland, Equestrian,24,Male,,"To win a gold medal at the Paralympic Games. (michaelmurphy.org.uk, 01 Sep 2018)",
MURRAY Nicole,New Zealand, Cycling Road,28,Female,,"To compete at the 2020 Paralympic Games in Tokyo. (paralympics.org.nz, 28 Jan 2020)",
MURRAY Nicole,New Zealand, Cycling Track,28,Female,,"To compete at the 2020 Paralympic Games in Tokyo. (paralympics.org.nz, 28 Jan 2020)",
MUSABEKOV Firdavsbek,Uzbekistan, Swimming,24,Male,,"To compete at the 2020 Paralympic Games in Tokyo. (Athlete, 26 Sep 2017)","Russian mixed martial artist Fedor Emelianenko. (Athlete, 12 Sep 2019)"
MUSAYEV Olokhan,Azerbaijan, Athletics,42,Male,"""Always believe in yourself."" (baku2017.com, 01 Mar 2017)","To compete at the 2020 Paralympic Games in Tokyo. (milli.az, 07 Jun 2018)",
MUSHIRANZIGO Adeline,Burundi, Athletics,19,Female,"""I want to become a role model through sport."" (Athlete, 27 Aug 2021)",,"Burundian runner Francine Niyonsaba. (Athlete, 27 Aug 2021)"
MUSILOVA Sarka,Czech Republic, Archery,30,Female,"""I don't let barriers stop me, I just like a new challenge."" (Athlete, 21 Aug 2021)","To win a medal at the 2020 Paralympic Games in Tokyo. (Athlete, 21 Aug 2021; spastic.cz, 25 Jun 2020)","Czech Para archer David Drahoninsky, US archer Brady Ellison. (Athlete, 21 Aug 2021)"
MUTI Greta Elizabeth,Italy, Rowing,27,Female,,,
MUTIA Liana,United States of America, Judo,22,Female,"""I hope I'm just a positive influence on other people just to not stop. No matter what you do, even if there's like say a million obstacles in your way, you should just keep on going."" (abc11.com, 07 Jan 2016)","To compete at the 2020 Olympic Games in Tokyo. (Facebook page, 23 Apr 2021)",
MUTUYIMANA Chantal,Rwanda, Sitting Volleyball,29,Female,,,
MUTWARE Blaise,Canada, Wheelchair Basketball,27,Male,,"To compete at the 2020 Paralympic Games in Tokyo. (wheelchairbasketball.ca, 28 Sep 2020)",
MUVUNYI Hermas,Rwanda, Athletics,37,Male,,"To compete at the 2020 Paralympic Games in Tokyo. (newtimes.co.rw, 02 Oct 2019)","US sprinter Tyson Gay. (Athlete, 09 Nov 2019)"
MUZINIC Andela,Croatia, Table Tennis,28,Female,"""Nothing in life happens by chance, everything has its reason why. My biggest achievement in life has been to overcome my accident and get to the place where I am now. Never give up on yourself. If one door closes, another can open."" (dalmacijadanas.hr, 26 Jan 2021)","To win a medal at the 2020 Paralympic Games in Tokyo. (in-portal.hr, 23 Jul 2020)","Croatian tennis player Goran Ivanisevic. (Athlete, 27 Jul 2016)"
MYLLY Jarkko,Finland, Shooting,39,Male,"""I firmly believe that everything depends on the amount of training."" (selanne-lehti.fi, 09 Oct 2018)","To compete at the 2020 Paralympic Games in Tokyo. (haapavesi-lehti.fi, 24 May 2017)",
MYSNYK Anastasiia,Ukraine, Athletics,30,Female,,,"Ukrainian boxer Vitali Klitschko. (Athlete, 22 Oct 2015)"
NAAS Ahmed,Iraq, Athletics,29,Male,"""The more you train the smaller your impairment will be."" (Athlete, 20 Jul 2017)",,"His father. (Athlete, 08 Nov 2019, 20 Jul 2017)"
NABIYEV Samir,Azerbaijan, Athletics,35,Male,"""Sport is the most powerful medicine for people with impairments. It brings confidence and community. It can of course bring medals but, at any level, sport is a force for good."" (asapesgold.com, 25 Jan 2019)","To win a gold medal at the 2020 Paralympic Games in Tokyo. (Athlete, 24 Mar 2021)","US boxer Mike Tyson. (Athlete, 08 Nov 2019)"
NACHAZEL Filip,Czech Republic, Table Tennis,41,Male,,,
NAFATI Fadhila,Tunisia, Athletics,33,Female,,,
NAGAEV Nikita,RPC, Wheelchair Fencing,27,Male,,,
NAGAI Takamasa,Japan, Judo,26,Male,"""Never give up until the end of a match."" (Nippon Challenged Athlete Radio, 09 Oct 2020)","To win gold at the 2020 Paralympic Games in Tokyo. (nhk.or.jp, 22 Nov 2020)",
NAGANO Miho,Japan, Archery,43,Female,"""Both my sporting career and my work are a part of my life. I think I can learn from both, so I wanted to continue working while competing."" (Nippon Challenged Athlete Radio, 25 Dec 2020)","To win gold at the 2020 Paralympic Games in Tokyo. (mainichi.jp, 10 Aug 2021)",
NAGAR Krishna,India, Badminton,22,Male,,"To win a gold medal at the 2020 Paralympic Games in Tokyo. (olympics.bwfbadminton.com, 13 Feb 2021)",
NAGASHIMA Osamu,Japan, Badminton,41,Male,,"To win a medal at the 2020 Paralympic Games in Tokyo. (nhk.or.jp, 20 Jul 2021)",
NAGATA Tsutomu,Japan, Athletics,37,Male,,"To win a medal at the Paralympic Games. (Instagram profile, 24 Aug 2020)",
NAIMOVA Guljonoy,Uzbekistan, Taekwondo,20,Female,,"To win a gold medal at the Paralympic Games. (uza.uz, 15 Jan 2020)",
NAISAN Abbas,Iraq, Powerlifting,38,Male,,,"Iraqi Para powerlifter Faris Saadoun. (Athlete, 23 Aug 2021)"
NAJAFZADE Said,Azerbaijan, Athletics,22,Male,"""Don't stop when you need to continue."" (Instagram profile, 23 Feb 2021)","To win a gold medal at the 2020 Paralympic Games in Tokyo. (Athlete, 17 Aug 2021)",
NAJIM Basimah,Kuwait, Athletics,54,Female,,,"Kuwaiti Para athlete Ahmad Almutairi. (Athlete, 17 Jul 2017)"
NAKAJIMA Keichi,Japan, Swimming,22,Male,"""Once-in-a-lifetime opportunity."" (city.chiba.jp, 17 Feb 2020)","To win a medal at the 2020 Paralympic Games in Tokyo. (sports.nhk.or.jp, 26 Sep 2019)",
NAKAMACHI Shunya,Japan, Wheelchair Rugby,27,Male,,,"US wheelchair rugby player Joe Delagrave. (sportrait-web.com, 16 Oct 2019)"
NAKAMURA Takumi,Japan, Boccia,23,Male,,"To win medals in the individual and team events at the 2020 Paralympic Games in Tokyo. (parasapo.tokyo, 23 Jul 2021)",
NAKAMURA Tomotaro,Japan, Swimming,37,Male,"""Swimming is my friend. It doesn't give me fear, but a lot of joy."" (fnn.jp, 02 Dec 2018)","To compete at the 2020 Paralympic Games in Tokyo. (tsunahiro.com, 17 Jan 2017)",
NAKANISHI Maya,Japan, Athletics,36,Female,"""I don't set boundaries on what I should do at the Paralympics or what I will achieve at a certain age, but I continue to put the effort in every day. Even if you cannot achieve your goals and dreams despite working as hard as possible, you will still see results and don't even think about giving up at the beginning without any effort or challenging yourself. It's important to always try and, if you make a mistake, try again."" (2020.yahoo.co.jp, 22 Jul 2020)","To win a gold medal at the 2020 Paralympic Games in Tokyo and to set a world record. (nhk.or.jp, 10 Jan 2020; oita-press.co.jp, 01 Jan 2020)","Japanese motor cycle racer Daijiro Kato, US sprinter and long jumper Tianna Bartoletta. (2020.yahoo.co.jp, 22 Jul 2020; Athlete, 15 Nov 2019)"
NAKANO Takuya,Japan, Sitting Volleyball,34,Male,,"To compete at the 2020 Paralympic Games in Tokyo. (seirei.or.jp, 07 Jan 2019)",
NAKOVSKA-BIKOVA Olivera,North Macedonia, Shooting,46,Female,"""Always stay focused."" (Athlete, 25 Aug 2011)",,"Serbian shooter Jasna Shekaric, Macedonian Para shooter Branimir Jovanovski. (Athlete, 25 Aug 2011; 13 Sep 2016)"
NALEPKA Maciej,Poland, Table Tennis,44,Male,"""Follow your dreams, because everything is possible."" (tuchow.pl, 17 Apr 2018)","To win a medal at the Paralympic Games. (tuchow.pl, 17 Apr 2018)","German table tennis player Dimitrij Ovtcharov, Dutch footballer Marco van Basten. (pttp.org.pl, 2016; Athlete, 07 Sep 2016)"
NALEWAJEK Michal,Poland, Wheelchair Fencing,28,Male,"""As long as you stand on your own, you can do anything."" (paralympic.org.pl, 01 Jan 2017)",,"Polish footballer Robert Lewandowski, Polish wheelchair fencer Dariusz Pender, and his father. (paralympic.org.pl, 01 Jan 2017)"
NAM Ki Won,Republic of Korea, Table Tennis,55,Male,"""Move forward."" (thepingpong.co.kr, 05 Sep 2016)",,
NAMBALA Johannes,Namibia, Athletics,30,Male,"""Always do your best."" (Athlete, 23 Oct 2015)","To win a medal at the 2020 Paralympic Games in Tokyo. (tokyo2020.org, 03 Nov 2020)","Jamaican sprinter Usain Bolt. (Athlete, 23 Oct 2015)"
NAMJILMAA Munkhbaatar,Mongolia, Archery,29,Male,"""Mistakes are part of the road to success. Not unlucky."" (Instagram profile, 19 Jun 2019)",,
NAMOZOV Sherzod,Uzbekistan, Judo,29,Male,"""Always move forward with honesty, clear purpose, great courage and hard work."" (paralympic.uz, 01 Oct 2019)","To compete at the 2020 Paralympic Games in Tokyo. (paralympic.uz, 01 Oct 2019)","Uzbekistani judoka Rishod Sobirov, Russian freestyle wrestler Buvaisar Saitiev, Japanese judoka Tadahiro Nomura. (Athlete, 15 Jun 2021)"
NANKIN Cedric,France, Wheelchair Rugby,37,Male,"""Do not pity your bad luck, let go of difficult moments and learn how to change them."" (bleushandisport.com, 01 Jan 2020)","To win gold at the 2020 and 2024 Paralympic Games. (handisport.org, 11 Mar 2021)","US basketball player Michael Jordan. (bleushandisport.com, 01 Jan 2020)"
NARDO Chiara,Italy, Rowing,47,Female,,"To compete at the 2020 Paralympic Games in Tokyo. (Facebook profile, 04 Aug 2021)",
NARITA Mayumi,Japan, Swimming,51,Female,,"To compete at the 2020 Paralympic Games in Tokyo. (hochi.news, 06 Mar 2021)","German Para swimmer Kay Espenhayn. (Athlete, 06 Sep 2016, 11 Sep 2019)"
NARWAL Manish,India, Shooting,19,Male,"""It's important to sometimes forget the defeats and keep working towards bigger goals."" (paralympic.org, 17 Apr 2019)","To win gold at the 2020 Paralympic Games in Tokyo. (paralympic.org, 17 Apr 2019)","Jamaican sprinter Usain Bolt, Argentinian footballer Lionel Messi. (paralympic.org, 17 Apr 2019)"
NASAJPOUR Shahrad,Refugee Paralympic Team, Athletics,32,Male,"""Sport means a lot to me because it helps me to survive and do better, it helps me to persevere, and it taught me how to sacrifice to achieve my goals."" (UNHCR YouTube channel, 06 Jul 2021)","To compete at the 2020 Paralympic Games in Tokyo. (francsjeux.com, 12 Sep 2019)","German discus thrower Robert Harting. (Athlete, 05 Sep 2016)"
NASCIMENTO LIMA Bruna,Brazil, Sitting Volleyball,31,Female,,,
NASRALLAH Hatem,Tunisia, Athletics,29,Male,,,"Kenyan long-distance runner Eliud Kipchoge. (Athlete, 27 Aug 2021)"
NAUMENKO Oleg,Ukraine, Wheelchair Fencing,35,Male,,,
NAVARRO RODRIGUEZ Gabriela,Spain, Wheelchair Basketball,28,Female,"""When you are about to quit, don't forget why you decided to start."" (Facebook profile, 01 Jun 2019)",,
NAVARRO SANCHEZ Edgar Cesareo,Mexico, Athletics,50,Male,"""If you do not like what you see in the mirror, change it."" (edomex.gob.mx, 12 Sep 2011)","To win a medal at the 2020 Paralympic Games in Tokyo. (oaxaca.quadratin.com.mx, 18 Feb 2020)",
NAVDEEP,India, Athletics,20,Male,,"To win a medal at the 2020 Paralympic Games in Tokyo. (sportstar.thehindu.com, 13 Feb 2021)",
NAWAD Ahmed,United Arab Emirates, Athletics,18,Male,"""Nothing is impossible."" (Athlete, 23 Aug 2021)","To win a medal at the Paralympic Games. (Athlete, 23 Aug 2021)",
NAZARENKO Oleksandr,Ukraine, Judo,35,Male,"""Faster, higher, stronger."" (Athlete, 01 Apr 2016)",,"US martial artist Chuck Norris. (Athlete, 01 Apr 2016)"
NAZARYAN Stas,Armenia, Athletics,43,Male,,"To win a medal at the Paralympic Games. (civilnet.am, 13 Feb 2017)","Armenian Para alpine skier Mher Avanesyan. (Athlete, 05 Nov 2019)"
NAZIROV Rasul,RPC, Table Tennis,35,Male,,,
NDAKARA Veronica,Central African Republic, Athletics,20,Female,,"""I hope to obtain the financial support necessary to won day win a medal at a major event like the Paralympic Games or world championships."" (Athlete, 27 Aug 2021)","Central African Republic Para athletics competitor Clemarot Christian Nikoua-Rosel. (Athlete, 27 Aug 2021)"
NDIAYE Fatou Kine,Senegal, Athletics,38,Female,,,
NEDELKO Aleksandra,RPC, Athletics,25,Female,"""Do what you can with what you have and where you are."" (VK profile, 06 Jan 2016)","To win a medal at the 2020 Paralympic Games in Tokyo. (Athlete, 26 Oct 2019)","Jamaican sprinter Usain Bolt, Russian pole vaulter Yelena Isinbayeva. (Athlete, 06 Jan 2016)"
NEISWENDER Ryan,United States of America, Wheelchair Basketball,27,Male,"""A lot of people will call me an Olympian, which I appreciate because it's such an honour to be an Olympian. But I am a Paralympian. The truth of it is the Paralympics are two weeks later. I feel like it's my job to educate people. Not from a place of bitterness or hurt, I just feel like it's my job to educate people. We're not the Special Olympics, we're not the Olympics, we're the Paralympics. If you understand that as a community you can come support me in ways that no one ever has before."" (eu.ldnews.com, 01 Jul 2021)","To win gold at the 2020 Paralympic Games in Tokyo. (wgaltv YouTube channel, 24 Jun 2021)",
NEIUFI Tupou,New Zealand, Swimming,20,Female,"""Believe in yourself, but most importantly be you."" (paralympics.org.nz, 24 Jan 2016)","To compete at the 2020 Paralympic Games in Tokyo. (Facebook page, 17 Nov 2020)","New Zealand Para swimmers Sophie Pascoe, Mary Fisher, Cameron Leslie and Rebecca Dubber. (Athlete, 12 Sep 2019)"
NELSON Andrea,Canada, Canoe Sprint,30,Female,,,
NEMATI Mohammad,Islamic Republic of Iran, Sitting Volleyball,23,Male,,"To win gold at the 2020, 2024 and 2028 Paralympic Games. (Athlete, 21 Aug 2021)",
NEMATI Zahra,Islamic Republic of Iran, Archery,36,Female,,"To win gold at the 2020 Paralympic Games in Tokyo. (paralympic.org, 19 May 2021)","Iranian Greco-Roman wrestler Hamid Sourian. (Athlete, 22 Aug 2021)"
NESBITT Jahmaris,"Virgin Islands, US", Athletics,20,Female,"""You only live once, take the risk or lose the chance."" (Athlete, 21 Aug 2021)","To win a medal at the 2020 Paralympic Games in Tokyo. (Athlete, 21 Aug 2021)","Her mother. (Athlete, 21 Aug 2021)"
NESSE Ida,Norway, Athletics,28,Female,,,
NETSIRI Hanreuchai,Thailand, Archery,41,Male,"""Do your best."" (Athlete, 23 Aug 2015)",,
NEWBY Eric,United States of America, Wheelchair Rugby,33,Male,,,"US basketballer LeBron James. (purpose2play.com, 04 Jun 2015)"
NEWKIRK Shelby,Canada, Swimming,25,Female,"""I try not to get frustrated when things are rough. And when things are going great I really try to maximise that time that I have."" (thestarphoenix.com, 03 May 2019)","To compete at the 2020 Paralympic Games in Tokyo. (thestarphoenix.com, 25 Mar 2020)",
NEWSON Zoe,Great Britain, Powerlifting,29,Female,"""Don't let anything stop you and get in your way."" (britishweightlifting.co.uk, 30 Mar 2021)","To compete at the 2020 Paralympic Games in Tokyo. (paralympic.org, 29 Feb 2020; bbc.co.uk, 19 Feb 2020)","Argentinian footballer Lionel Messi. (Athlete, 20 May 2019)"
NG Justine Charissa,"Hong Kong, China", Wheelchair Fencing,32,Female,,,"Hong Kong Para archer Lau Sik. (Athlete, 25 Aug 2021)"
NG Mui Wui,"Hong Kong, China", Table Tennis,24,Female,,"To compete at the 2020 Paralympic Games in Tokyo. (hkelite.org, 04 Aug 2020)",
NGAI Ka Chuen,"Hong Kong, China", Archery,49,Male,,"To compete at the 2020 Paralympic Games in Tokyo. (Cablewish Facebook page, 14 Jul 2020)",
NGHAMSI FOTIE Mimozette,Cameroon, Powerlifting,43,Female,,,"Crossfit athletes Annie Thorisdottir, Katrin Davidsdottir and Sara Sigmundsdottir of Iceland, Tia-Clair Toomey of Australia, and Margaux Alvarez of the United States of America. (Athlete, 12 Jul 2019)"
NGUYEN Kevin,United States of America, Shooting,28,Male,"""You have your dreams, go out and get them, and don't ever let anyone tell you no. If this is what you want to do, then go get it. Keep going until you can't go any more."" (army.mil, 10 Apr 2014)","To compete at the 2020 Paralympic Games in Tokyo. (teamusa.org, 03 May 2018)",
NGUYEN Thi Hai,Vietnam, Athletics,36,Female,,,
NI RIAIN Roisin,Ireland, Swimming,16,Female,"""Every disability is different I suppose but improving and not letting one part of you stop the rest of you from getting ahead is one of the main things for me."" (Limerick Swimming Club Facebook page, 11 Nov 2019)",,
NIANG Babacar,France, Football 5-a-side,29,Male,"""Never give up."" (Athlete, 24 Aug 2021)",,"French footballer N'Golo Kante. (Athlete, 24 Aug 2021)"
NICHOLAS David,Australia, Cycling Road,29,Male,,"To compete at the 2020 Paralympic Games in Tokyo. (westernadvocate.com.au, 01 Apr 2020)","Australian cyclists Stuart O'Grady, Robbie McEwen and Cadel Evans. (paralympic.org.au, 01 Jan 2016)"
NICHOLAS David,Australia, Cycling Track,29,Male,,"To compete at the 2020 Paralympic Games in Tokyo. (westernadvocate.com.au, 01 Apr 2020)","Australian cyclists Stuart O'Grady, Robbie McEwen and Cadel Evans. (paralympic.org.au, 01 Jan 2016)"
NICHOLSON Anna,Great Britain, Athletics,26,Female,"""I want to be the best that I can be."" (sportsaid.org.uk, 05 Aug 2015)",,"British Para javelin thrower Nathan Stephens. (sportsaid.org.uk, 05 Aug 2015)"
